22,6021
22,6021
22,6021
22,6021
22,6021
22,6021
21,1629
21,1629
21,1629
21,1629
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,8475
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,3675
20,1917
20,1917
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,8493
19,2869
19,2869
19,2869
19,2869
19,2869
19,2869
19,2869
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
19,0455
